name,wording,uid,voice,tags
casterror_out_of_range,Target is too far away,277,,
casterror_prevented,You cannot currently use any skills,488,,
casterror_target_not_reachable,Target unavailable!,2567,,
casterror_target_too_close,Target is too close and cannot be attacked!,2310,,
casterror_too_many_summons,Too many creatures,413,,
champ_buff_good_vs_demon,Demon Butcher,10147,,
champ_buff_good_vs_demon_function,"Demons only do half the usual damage, but damage to Demons is doubled!",10148,,
champ_buff_good_vs_horde,Horde Nightmare,10145,,
champ_buff_good_vs_horde_function,"Horde Creatures only do half the usual damage, but damage to Horde Creatures is doubled!",10146,,
champ_buff_good_vs_thorns,Aura of Thorns,10141,,
champ_buff_good_vs_thorns_function,Some of the damage done to this unit is reflected back on the attacker!,10142,,
champ_buff_good_vs_traps,Trap Immunity,10143,,
champ_buff_good_vs_traps_function,Trap damage is ignored!,10144,,
champ_buff_good_vs_undead,Undead Hunter,10149,,
champ_buff_good_vs_undead_function,"Undead only do half the usual damage, but damage to Undead is doubled!",10150,,
champ_buff_regeneration,Regeneration,10151,,
champ_buff_regeneration_function,Regenerates a few Hit Points every 5 seconds!,10152,,
cost_suffix_per_tile, per tile,8686,,
creature_ToadPrince,Former Frog Prince,9786,,
creature_ToadPrince_Bewitched,Frog Prince,9785,,
creature_ToadPrince_Bewitched_function,Would like to be normal again,9788,,
creature_ToadPrince_function,Was kissed by Thalya,9787,,
creature_admiralboss,Admiral Overproud,10738,,
creature_admiralboss_flavour,“I'll avenge Yaina!”,10740,,
creature_admiralboss_function,Yaina Overproud’s father. Definitely interested in revenge!,10739,,
creature_antagonist,Tanos,4959,,
creature_antagonist_flavour,"“For Good, for the Light, for the Goddess!”",4961,,
creature_antagonist_function,Disgusting Paladin in the service of Light and the Goddess. He has raised Dark Elf Thalya as if she were his own daughter and has converted her to good. He is the commander-in-chief and general of the armies of good!,4960,,
creature_arachnid,Arachnid,3498,,
creature_arachnid_flavour,"“Stop that shit, I have arachnophobia!”
- “Really? Did you know that spiders look for shelter in your mouth while you sleep because it's warm? ""
“AAAARGH!”",3598,,
creature_arachnid_flavour_short,“Did you know that spiders look for shelter in your mouth while you sleep because it's warm?”,8484,,
creature_arachnid_function,"Arachnids come from the 66th plane of the Abyss, where they pray their to Spider Queen, whose name we shall not name as we will otherwise be sued.

As their name already implies, these Demons display clear riest to Spiders and are considered to be a mixturee of Spider and Human, whose exact origin we do not want to go into at this point.

Arachnids scuttle around on four huge Spider Legs and spit the most vile mixture at their enemies. Their puffy bodies can take a lot of damage before they burst and fall over dead.",4138,,
creature_arachnid_functionshort,"A disgusting, spider-like <color=#99FF99>Demon</color> that can take a lot of damage and spits at enemies over a medium distance. Yuck!",6702,,
creature_arachnid_research,"<color=#99FF99>Arachnids</color> are disgusting, spider-like Demons that can take a lot of damage and spit at enemies over a medium distance. Yuck!",5279,,
creature_arcturus,King Arcturus,9834,,
creature_arcturus_function,The King of Stormbreeze himself!,9835,,
creature_assassin,Assassin,5055,,
creature_assassin_flavour,"“Count off, men!”
“1!”, “2!”, “3!”, “Arghl…”
“Wait a minute… count off again!”
“1!”, “2!”, “Arghl…”",5057,,
creature_assassin_function,"It's actually amazingly easy to convince a Rogue to join the Dark, I mean, Evil side. Must have something to do with the craft…

However, the corrupted Assassin joyfully and with great elan goes to work eliminating her former comrades and plunges into melee combat with impressive offensive skills.

TIP: The Assassin is one of the most powerful units against unarmed enemies!",5056,,
creature_assassin_skill_attack,Extended Pierce,8898,,
creature_assassin_skill_attack_function,"Assassins are known for their long, sneaky Pierce attacks, where they can pierce right through an opponent and hit the enemy behind as well!",8899,,
creature_banshee,Banshee,2462,,
creature_banshee_flavour,"“What's that screaming at this time of day?”
- Ignorant Bumpkin",2474,,
creature_banshee_function,"These Undead screamers are former members of a death metal band. Their Satanic music has doomed them to haunt the world, where they love nothing more than to scream at the living. Cool!

Banshees can’t take much but, like all Undead, they always revive, so their death is only temporary anyway!

TIP: A Banshee’s Scream affects a conical area in front of it and slows all affected enemies. This can be a massive advantage, especially in the Dungeon’s narrow corridors where it will inevitably hit several enemies at the same time!",4923,,
creature_banshee_functionshort,Melee fighter who deals area damage in an area in front of her and slows all affected opponents.,6703,,
creature_banshee_skill_scream,Scream,5490,,
creature_banshee_skill_scream_function,"Each target affected by the Banshee’s attack has their ears badly rung for {SkillDuration} seconds, during which time they will attack {SkillStrength:PercentFactor:Negative}% slower.",5491,,
creature_boss_crystal_aoe_attack,Small support,10771,,
creature_boss_crystal_aoe_attack_function,"The Crystal Golem pounds the ground, causing damage.",10772,,
creature_boss_crystal_throw_stone,Rock throwing,10769,,
creature_boss_crystal_throw_stone_function,Choose a target to crush with a giant rock. Deals area damage.,10770,,
creature_boss_narratus,Narratus,11418,,
creature_boss_narratus_flavour,“It’s all part of my diabolical plan!”,11420,,
creature_boss_narratus_function,The Narrator!?!,11419,,
creature_boss_stone_throw_stone,Stone’s Throw,11284,,
creature_boss_stone_throw_stone_function,"Throws a huge rock that not only causes damage, but also splits into little rock elementals.",11285,,
creature_bosscrystal,Crystal Golem,10744,,
creature_bosscrystal_flavour,*crunch* *crash*,10746,,
creature_bosscrystal_function,A giant crystal being. Strong enough to tear open the gate to Godsmount!,10745,,
creature_bossstone,Giant Stone Being,4956,,
creature_bossstone_flavour,“I will SQUASH you!”,4958,,
creature_bossstone_function,"This gigantic stone being would love to destroy all living things. Rather a nice trait, really, if it would just learn the difference between good and evil creatures!",4957,,
creature_crab_boss,Mr. Krabs (giant crab),9816,,
creature_crab_boss_function,Holy Sweet Mother-Of-Pearl,9817,,
creature_demon_skill_essence,Essence,5486,,
creature_demon_skill_essence_function,This Skill automatically regenerates the Demon's Essence whenever it has not taken damage for a while. This means it heals itself outside of combat at a rate of {OutOfCombatReg} Hit points per second.,5487,,
creature_demonprince,Crowley,5763,,
creature_dwarfboss,Grimli Hammerhand,4954,,
creature_dwarfboss_flavour,"“Damn elves, stupid Tanos! Lazy morons, the lot of them!”",4955,,
creature_dwarfboss_function,Grimli is the Dwarven King of Steelsmith. He is as well known for his verbal improprieties as he is for his strong right fist. Not someone you want to get into a fight with!,4953,,
creature_explosion_tntsheep,Dynamite Sheep,9760,,
creature_explosion_tntsheep_function,Bleating something-or-other enriched with high explosives!,9761,,
creature_fairy_godmother,The Good Fairy,9878,,
creature_fighter,Chaos Warrior,5040,,
creature_fighter_flavour,"“Look at my huge sword! With this I can effortlessly split heroic skulls with a single blow! What do you mean I’m just compensating for something? Are you trying to insult me? Die, swine!”",5041,,
creature_fighter_function,"The Chaos Warrior is a great addition to the Absolute Evil’s troops, making ordinary Orcs a bit envious! Decent armor, lots of Hit Points and high damage thanks to another deficit-compensating two-handed sword represent a highly satisfactory combination for the Absolute Evil!

The Chaos Warrior is a must for every well-equipped Army of Evil!

TIP: The Chaos Warrior is a good mix of Orc and Ironhide with a load of Hit Points, good armor and decent damage.",5042,,
creature_forest_root_tentacle,Stubborn Roots,11119,,
creature_forest_root_tentacle_function,Giant roots that strike out at anything that does not belong to nature.,11120,,
creature_forestboss,Queen of the Forests,11143,,
creature_forestboss_function,"An ancient spirit, the very essence of trees. Not a big fan of the Logging Evil.",11144,,
creature_goblin,Goblin,458,,
creature_goblin_flavour,"“Look behind you, a three-headed monkey!”
“Really? But that’s…”
*Stab* *Cut* *Murder*",1676,,
creature_goblin_function,"The Goblin is an insidious little creature. One moment he's pointing at a supposedly untied bootlace and the next you have his dagger in your eye.

Goblins are at the bottom of the Horde food chain, which only serves to make them even meaner and more insidious.

While Goblins do a great deal of damage, they themselves cannot take much, a situation not improved by their almost total lack of armor. Luckily, its small size makes the Goblin somewhat unimpressive, leading foes to attack non-Goblins first.",4924,,
creature_goblin_functionshort,Melee fighter that can’t take much but deals a lot of damage. All <color=#99FF99>Goblins</color> have the <color=#99FF99>Inconspicuous</color> Skill.,6704,,
creature_goblin_skill_overload,Surge,5484,,
creature_goblin_skill_overload_function,"When the Gob-O-Bots die, an explosion occurs that causes {SkillDamage} damage within an area of {Area} meters. An ejection seat catapults the Goblin pilot out of the cockpit, who can then be controlled separately once the Gob-O-Bot is destroyed.",5485,,
creature_goblin_skill_unimposing,Inconspicuous,2118,,
creature_goblin_skill_unimposing_function,"Goblins are such puny creatures that they are underestimated and ignored by opponents. Well, at least as long as there are other targets available…",2119,,
creature_gobobot,Gob-O-Bot,463,,
creature_gobobot_flavour,“The Ramrod infantry is fully charged and ready to go!”,1672,,
creature_gobobot_function,"Sooner or later, every Goblin gets tired of being cannon fodder. Few Hit Points, no armor… There’s just no fun at all in always ending up face down in the dirt. After a little basic training he gives his opponents the finger and sits his ass in a goddamn battle robot! Okay, it’s maybe not the toughest vehicle either, but it does one hellacious amount of damage.

Gob-O-Bots deal damage in a conical area in front of them.

If a Gob-O-Bot breaks, it’s not the end. The Goblin can use the ejection seat to save itself. Okay, so it usually lands between the enemies that just destroyed its vehicle… Still, if it survives, it can simply get a new one from its Bunk in the Hideout!",4993,,
creature_gobobot_functionshort,"Melee fighter with area damage. When destroyed, the <color=#99FF99>Goblin</color> pilot can still save itself and flee.",6705,,
creature_gobobot_research,"Provides every <color=#99FF99>Goblin</color> in the <color=#99FF99>Hideout</color> a combat suit – the<color=#99FF99> Gob-O-Bot</color>. This does lots of area damage, is faster and can take more. In exchange, it loses the <color=#99FF99>Inconspicuous</color> Skill. When the<color=#99FF99> Gob-O-Bot</color> is destroyed, the <color=#99FF99>Goblin</color> pilot evacuates by ejection seat.",5265,,
creature_goddessboss,Goddess of Light,10757,,
creature_goddessboss_flavour,"""…""",10759,,
creature_goddessboss_function,The Goddess of Light is worshipped by all good creatures throughout the land.,10758,,
creature_gravegolem,Grave Golem,3504,,
creature_gravegolem_flavour,“Who woke me from the sleep of death?”,4926,,
creature_gravegolem_function,"The Grave Golem isn’t called that because it likes to dig, but because it is a Tombstone come to life. This Undead party-pooper is hard to beat (I mean, it IS made out of Tombstones and such).

Its special Skill allows it to bury itself and become a living Grave, attracting enemies in the area and at the same time increasing its armor massively!

TIP: The Grave Golem’s Skill is particularly efficient when it is accompanied by creatures that deal a lot of damage. When you have it along, you can pretty much do without Ironhides!",4925,,
creature_gravegolem_functionshort,Undead defensive <color=#99FF99>Titan Unit</color> with an extreme amount of Life Energy. Possesses the <color=#99FF99>Tombstone</color> Skill.,6706,,
creature_gravegolem_research,The <color=#99FF99>Grave Golem</color> is the Undead defensive <color=#99FF99>Titan Unit</color>. It can take the most damage of any <color=#99FF99>Titan Unit</color>. Its Skill allows it to dig itself in and draw all enemy attacks.,5300,,
creature_gravegolem_skill_tombstone,Tombstone,5496,,
creature_gravegolem_skill_tombstone_function,"Can transform into a Tombstone for {SkillDuration} seconds, whereby its armor increases by {SkillStrength}. All enemies within the {Area} meter area of effect primarily attack the Tombstone.",5497,,
creature_gunner,Chaos Gunner,5049,,
creature_gunner_flavour,"“So, what's so wrong about shooting at farmers with cannons? Ha ha ha!“",5051,,
creature_gunner_function,"Converting a dwarf Gunner to Evil is a relatively difficult process. These dwarfs are incredibly stubborn!

If successful, though, they can be a great advantage. The Chaos Gunner’s Cannon is an excellent automatic firing system that deals area damage, which makes it incredibly efficient in Dungeon defense!

TIP: Chaos Gunners deal loads of area damage and can still run away if approaching enemies are too overwhelming. The abandoned Cannon continues to cheerfully fire away…",5050,,
creature_hero_assassin,Rogue,5011,,
creature_hero_assassin2,Thief,5036,,
creature_hero_assassin2_function,"Rogues (not Roguettes which, while more accurate, would sound really stupid) usually face the problem of an extremely short life expectancy. But hey, that can be said of any adventurer’s life in general, too! Just the same, there are Heroes who actually do manage to avoid knocking on death’s door and gain some experience. And so a weedy little Rogue can advance too become a somewhat less weedy Thief.

The Thief is graceful and, thanks to her light armor, very agile. This means that they have weak armor and little Life Energy. This defensive disadvantage is compensated for by her dual Scimitars, which she uses to quickly attack and damage her targets. This is especially effective against unarmored targets!

The Thief is the upgrade for the Rogue. She is much stronger in combat and makes a mean shish kebab out of level 1 enemies!",5476,,
creature_hero_assassin3,Assassin,5037,,
creature_hero_assassin3_function,"Amongst the “Heroes” are a select few where the quotation marks can be omitted. They have already survived so many battles, Dungeons, monsters, treasures and other things that their names should only be mentioned in awe. The Assassin belongs to this category.

The Assassin is graceful and, thanks to her light armor, very agile. This means that they have weak armor and little Life Energy. This defensive disadvantage is compensated for by her dual Scimitars, which she uses to quickly attack and damage her targets. This is especially effective against unarmored targets!

The Assassin is the upgrade for the Thief. She is much stronger in combat and can take on a number of creatures at the same time. You should only send very experienced creatures up against her in battle!",5477,,
